Epoch,Loss
1,0.07031531832634005
2,0.0422654752527049
3,0.03333815093466778
4,0.02783266291775709
5,0.027926114272521698
6,0.0278374753898115
7,0.0233165704698828
8,0.024206209848091666
9,0.024914231105559088
10,0.02336666585665938
