Epoch,Train_Loss,Val_Loss,Dist_Pos,Dist_Neg,Duration_Min
1,0.09091912139566437,0.09090739557794035,0.6398421584240584,1.3715128858826502,47.962491162618
2,0.0568483039567422,0.0826406803937988,0.5942908919785382,1.3651052275659037,47.20289000272751
3,0.04906712939390946,0.07746458519170425,0.5817123719576222,1.363278309215828,42.310937309265135
4,0.045318684485716444,0.07628930619354235,0.5754527983205672,1.3693748940058128,31.040124615033466
5,0.04092790983315728,0.07603048963113158,0.5889173811315106,1.3799273184837209,29.147555486361185
