Epoch,Train_Loss,Val_Loss,Dist_Pos,Dist_Neg,Duration_Min
1,0.24332356648790066,0.1777225143279779,0.8072232966988931,1.3856217967860893,20.733970713615417
2,0.1557557640945462,0.14894192572320714,0.7349750730082218,1.38760322865809,20.861247968673705
3,0.13160966975511001,0.13914090129709894,0.7092889389639234,1.3898923638265885,21.312684381008147
4,0.11631770123230882,0.13097732366653383,0.687533328273417,1.3892424816287445,21.474238900343575
5,0.10515647899820618,0.12594215050049792,0.6723158426785747,1.3861394243945409,21.519611004988352
6,0.09673339037971417,0.12327785115210695,0.6684230026799881,1.388881469515047,22.173389625549316
7,0.08823005950445584,0.11897709483556189,0.6582123898114676,1.3883766033306195,22.11204837958018
8,0.08204909934227222,0.11360857491870682,0.6551226919031329,1.392721965155249,22.714033794403075
9,0.07732692346075512,0.11406122439392345,0.6561848315979256,1.3907881618009932,22.17478051582972
10,0.07173472415595124,0.11404187701178664,0.6496354107263024,1.3876986628840406,22.264619255065917
11,0.06709235763225668,0.112589821737651,0.6460330909560162,1.3873235131052217,22.16223694483439
12,0.06345397935088076,0.11026240180424099,0.64935903987532,1.3918232495682712,22.33303820292155
13,0.05903896709815829,0.1120167640708242,0.6514048470249436,1.3879666462946494,22.607008814811707
14,0.05504925649421469,0.11514253781724301,0.6592024664470658,1.3860440690229838,21.92235608100891
15,0.05115520008481466,0.11161161549316886,0.6520826563760929,1.3881013226416323,21.861170375347136
