Epoch,Train_Loss,Val_Loss,Dist_Pos,Dist_Neg,Duration_Min
1,0.22856833248328506,0.1673205058499881,0.7799276547209298,1.385260838942769,21.79847513039907
2,0.14526430401292553,0.14287182576374552,0.7175858423171804,1.3879640083832498,21.781108685334523
3,0.12222129403330267,0.13339491204470977,0.6933935732229211,1.3893397837761312,21.845544068018594
4,0.10734286898641761,0.1262310841646234,0.6755818950758834,1.3894384329421048,21.89572350581487
5,0.09601988640181641,0.12066044970796035,0.6625536958531183,1.386477715774269,22.580290253957113
6,0.08734399829224944,0.11835378543238231,0.6584805358012826,1.3890655546336785,22.1966521581014
7,0.07881430303274643,0.1155111185177175,0.6507038053139639,1.3887915949877134,21.920695682366688
8,0.0723935743102114,0.11057491326914803,0.6506949743176249,1.3935130556269841,21.753089173634848
9,0.06736825277504117,0.1116292189719728,0.6521356483841685,1.3904240664804957,22.11685613791148
10,0.06179843158605857,0.11121162527208199,0.646351118843843,1.3881385989690105,21.312705294291177
11,0.05706557603690525,0.11106293398437565,0.6458783540512337,1.3879989608252559,21.39923344453176
12,0.05341033827014347,0.10850553549028905,0.6459986557060643,1.3904102688169664,21.416017532348633
13,0.04912258736633611,0.11068388889271925,0.6501807414488106,1.3884963882572456,21.56745665470759
14,0.04521856111508969,0.11574442262837395,0.6609159297516374,1.3849115037732551,21.761678584416707
15,0.041578359266632045,0.1107054531414801,0.6503010787620619,1.3866718423041853,21.535875737667084
