Epoch,Loss
1,0.1894482843250039
2,0.14899620322125115
3,0.1310925090158648
4,0.12516018045044078
5,0.11722124168544669
6,0.1137422603230916
7,0.11093399892202081
8,0.10806611424283787
9,0.10581475056280906
10,0.10530370883426503
11,0.10226904138129474
12,0.10140580956691714
13,0.0996086001311643
14,0.0991762175073713
15,0.09785040782754943
16,0.09771267223241432
17,0.09699875360649145
18,0.0964642698454012
19,0.09618556173052238
20,0.0956785691907692
