Epoch,Loss
1,0.12168488511379638
2,0.1101154472302313
3,0.09535778773948195
4,0.08712940617521733
5,0.08207395206339337
6,0.07947561466692801
7,0.07685720710420074
8,0.07372145086576525
9,0.0717387674543922
10,0.07005239522155939
11,0.06830751803510864
12,0.06709027908079575
13,0.06488486869424702
14,0.0629930209753708
15,0.062366139355685586
